200 19900
62 177 385
62 178 188
62 179 140
62 180 334
62 181 66
62 182 285
62 183 58
62 184 368
62 185 380
62 186 52
62 187 252
62 188 177
62 189 47
62 190 340
62 191 235
62 192 239
62 193 385
62 194 395
62 195 229
62 196 342
62 197 203
62 198 124
62 199 228
63 64 81
63 65 234
63 66 60
63 67 278
63 68 112
63 69 117
63 70 127
63 71 29
63 72 101
63 73 266
63 74 120
63 75 386
63 76 331
63 77 5
63 78 43
63 79 298
63 80 336
63 81 46
63 82 102
63 83 64
63 84 92
63 85 393
63 86 251
63 87 282
63 88 378
63 89 245
63 90 63
63 91 319
63 92 48
63 93 186
63 94 147
63 95 128
63 96 372
63 97 158
63 98 5
63 99 35
63 100 226
63 101 83
63 102 15
63 103 278
63 104 348
63 105 135
63 106 263
63 107 230
63 108 91
63 109 257
63 110 80
63 111 26
63 112 303
63 113 181
63 114 41
63 115 346
63 116 173
63 117 291
63 118 180
63 119 102
63 120 136
63 121 242
63 122 21
63 123 135
63 124 379
63 125 119
63 126 214
63 127 350
63 128 276
63 129 170
63 130 337
63 131 53
63 132 252
63 133 351
63 134 330
63 135 199
63 136 85
63 137 192
63 138 380
63 139 175
63 140 400
63 141 59
63 142 152
63 143 302
63 144 191
63 145 145
63 146 200
63 147 364
63 148 35
63 149 379
63 150 65
63 151 122
63 152 172
63 153 37
63 154 208
63 155 150
63 156 155
63 157 21
63 158 52
63 159 382
63 160 190
63 161 388
63 162 34
63 163 41
63 164 338
63 165 315
63 166 191
63 167 23
63 168 106
63 169 171
63 170 149
63 171 106
63 172 181
63 173 253
63 174 359
63 175 372
63 176 397
63 177 110
63 178 287
63 179 383
63 180 40
63 181 303
63 182 57
63 183 211
63 184 340
63 185 264
63 186 361
63 187 46
63 188 285
63 189 364
63 190 380
63 191 74
63 192 351
63 193 365
63 194 67
63 195 288
63 196 280
63 197 209
63 198 262
63 199 337
64 65 379
64 66 363
64 67 394
64 68 112
64 69 215
64 70 305
64 71 83
64 72 163
64 73 14
64 74 369
64 75 145
64 76 6
64 77 271
64 78 201
64 79 216
64 80 162
64 81 17
64 82 128
64 83 208
64 84 301
64 85 91
64 86 139
64 87 326
64 88 393
64 89 103
64 90 344
64 91 233
64 92 334
64 93 153
64 94 94
64 95 271
64 96 83
64 97 8
64 98 216
64 99 194
64 100 174
64 101 120
64 102 228
64 103 336
64 104 86
64 105 196
64 106 33
64 107 91
64 108 67
64 109 185
64 110 258
64 111 180
64 112 201
64 113 338
64 114 387
64 115 53
64 116 28
64 117 77
64 118 331
64 119 21
64 120 180
64 121 274
64 122 253
64 123 65
64 124 378
64 125 298
64 126 335
64 127 13
64 128 258
64 129 103
64 130 158
64 131 31
64 132 222
64 133 386
64 134 319
64 135 259
64 136 181
64 137 303
64 138 301
64 139 199
64 140 87
64 141 159
64 142 379
64 143 288
64 144 96
64 145 317
64 146 292
64 147 75
64 148 394
64 149 222
64 150 47
64 151 125
64 152 48
64 153 251
64 154 189
64 155 377
64 156 101
64 157 76
64 158 389
64 159 358
64 160 178
64 161 147
64 162 340
64 163 351
64 164 132
64 165 210
64 166 210
64 167 264
64 168 112
64 169 110
64 170 63
64 171 199
64 172 220
64 173 41
64 174 38
64 175 267
64 176 309
64 177 329
64 178 294
64 179 302
64 180 103
64 181 340
64 182 378
64 183 150
64 184 191
64 185 167
64 186 126
64 187 243
64 188 242
64 189 67
64 190 152
64 191 19
64 192 213
64 193 91
64 194 369
64 195 296
64 196 253
64 197 130
64 198 159
64 199 364
65 66 192
65 67 221
65 68 114
65 69 11
65 70 213
65 71 151
65 72 278
65 73 74
65 74 32
65 75 171
65 76 327
65 77 134
65 78 62
65 79 305
65 80 235
65 81 204
65 82 71
65 83 312
65 84 46
65 85 264
65 86 378
65 87 197
65 88 234
65 89 142
65 90 240
65 91 154
65 92 389
65 93 92
65 94 284
65 95 148
65 96 55
65 97 75
65 98 320
65 99 169
65 100 37
65 101 85
65 102 271
65 103 266
65 104 158
65 105 302
65 106 388
65 107 84
65 108 387
65 109 50
65 110 388
65 111 173
65 112 253
65 113 10
65 114 37
65 115 251
65 116 225
65 117 366
65 118 47
65 119 10
65 120 108
65 121 238
65 122 164
65 123 48
65 124 329
65 125 399
65 126 195
65 127 336
65 128 25
65 129 115
65 130 104
65 131 61
65 132 199
65 133 326
65 134 327
65 135 308
65 136 180
65 137 314
65 138 391
65 139 118
65 140 315
65 141 331
65 142 291
65 143 168
65 144 292
65 145 327
65 146 370
65 147 117
65 148 292
65 149 16
65 150 78
65 151 351
65 152 254
65 153 241
65 154 399
65 155 134
65 156 239
65 157 145
65 158 69
65 159 215
65 160 211
65 161 124
65 162 276
65 163 9
65 164 50
65 165 154
65 166 268
65 167 229
65 168 67
65 169 259
65 170 298
65 171 334
65 172 141
65 173 188
65 174 101
65 175 32
65 176 66
65 177 22
65 178 100
65 179 310
65 180 37
65 181 178
65 182 260
65 183 242
65 184 370
65 185 210
65 186 328
65 187 161
65 188 355
65 189 396
65 190 375
65 191 165
65 192 120
65 193 250
65 194 126
65 195 121
65 196 3
65 197 393
65 198 301
65 199 22
66 67 203
66 68 198
66 69 355
66 70 343
66 71 338
66 72 7
66 73 327
66 74 3
66 75 380
66 76 378
66 77 312
66 78 16
66 79 155
66 80 124
66 81 210
66 82 125
66 83 285
66 84 137
66 85 285
66 86 191
66 87 84
66 88 211
66 89 356
66 90 155
66 91 61
66 92 33
66 93 275
66 94 15
66 95 377
66 96 127
66 97 388
66 98 132
66 99 325
66 100 294
66 101 74
66 102 262
66 103 252
66 104 352
66 105 216
66 106 231
66 107 330
66 108 128
66 109 199
66 110 84
66 111 203
66 112 360
66 113 160
66 114 87
66 115 48
66 116 396
66 117 278
66 118 131
66 119 207
66 120 185
66 121 286
66 122 219
66 123 169
66 124 112
66 125 233
66 126 145
66 127 239
66 128 173
66 129 276
66 130 163
66 131 66
66 132 302
66 133 376
66 134 270
66 135 253
66 136 191
66 137 100
66 138 182
66 139 270
66 140 250
66 141 218
66 142 24
66 143 209
66 144 329
66 145 111
66 146 256
66 147 325
66 148 340
66 149 387
66 150 83
66 151 124
66 152 224
66 153 301
66 154 244
66 155 287
66 156 85
66 157 388
66 158 125
66 159 257
66 160 216
66 161 239
66 162 275
66 163 69
66 164 214
66 165 144
66 166 321
66 167 357
66 168 195
66 169 55
66 170 178
66 171 45
66 172 224
66 173 202
66 174 253
66 175 152
66 176 264
66 177 61
66 178 28
66 179 203
66 180 399
66 181 110
66 182 278
66 183 222
66 184 10
66 185 121
66 186 108
66 187 95
66 188 60
66 189 185
66 190 303
66 191 275
66 192 23
66 193 177
66 194 343
66 195 189
66 196 272
66 197 216
66 198 97
66 199 67
67 68 222
67 69 226
67 70 63
67 71 45
67 72 27
67 73 315
67 74 196
67 75 290
67 76 327
67 77 176
67 78 44
67 79 325
67 80 285
67 81 321
67 82 98
67 83 247
67 84 393
67 85 158
67 86 293
67 87 53
67 88 342
67 89 195
67 90 279
67 91 316
67 92 324
67 93 174
67 94 56
67 95 195
67 96 389
67 97 152
67 98 213
67 99 162
67 100 378
67 101 275
67 102 206
67 103 356
67 104 142
67 105 353
67 106 198
67 107 20
67 108 128
67 109 241
67 110 345
67 111 365
67 112 114
67 113 42
67 114 211
67 115 106
67 116 199
67 117 103
67 118 110
67 119 92
67 120 297
67 121 389
67 122 8
67 123 172
67 124 162
67 125 63
67 126 367
67 127 102
67 128 167
67 129 131
67 130 263
67 131 96
67 132 358
67 133 68
67 134 51
67 135 51
67 136 372
67 137 200
67 138 70
67 139 100
67 140 393
67 141 366
67 142 64
67 143 106
67 144 8
67 145 274
67 146 163
67 147 158
67 148 328
67 149 273
67 150 250
67 151 224
67 152 213
67 153 257
67 154 396
67 155 374
67 156 271
67 157 314
67 158 75
67 159 37
67 160 396
67 161 337
67 162 132
67 163 305
67 164 356
67 165 135
67 166 355
67 167 327
67 168 334
67 169 377
67 170 378
67 171 326
67 172 342
67 173 393
67 174 383
67 175 349
67 176 218
67 177 98
67 178 107
67 179 145
67 180 322
67 181 308
67 182 321
67 183 134
67 184 164
67 185 268
67 186 107
67 187 34
67 188 181
67 189 133
67 190 23
67 191 128
67 192 69
67 193 106
67 194 33
67 195 376
67 196 240
67 197 339
67 198 302
67 199 126
68 69 315
68 70 232
68 71 51
68 72 209
68 73 224
68 74 386
68 75 157
68 76 42
68 77 83
68 78 215
68 79 186
68 80 4
68 81 122
68 82 106
68 83 137
68 84 237
68 85 325
68 86 195
68 87 223
68 88 57
68 89 327
68 90 245
68 91 185
68 92 347
68 93 350
68 94 169
68 95 322
68 96 142
68 97 107
68 98 175
68 99 267
68 100 374
68 101 6
68 102 269
68 103 182
68 104 230
68 105 206
68 106 290
68 107 223
68 108 288
68 109 57
68 110 360
68 111 243
68 112 130
68 113 18
68 114 331
68 115 367
68 116 342
68 117 125
68 118 141
68 119 399
68 120 3
68 121 385
68 122 183
68 123 349
68 124 286
68 125 351
68 126 222
68 127 379
68 128 9
68 129 397
68 130 245
68 131 382
68 132 354
68 133 66
68 134 115
68 135 183
68 136 271
68 137 5
68 138 357
68 139 111
68 140 61
68 141 317
68 142 305
68 143 190
68 144 334
68 145 236
68 146 108
68 147 275
68 148 360
68 149 248
68 150 273
68 151 315
68 152 232
68 153 7
68 154 263
68 155 70
68 156 309
68 157 37
68 158 48
68 159 318
68 160 33
68 161 245
68 162 251
68 163 338
68 164 262
68 165 366
68 166 73
68 167 84
68 168 370
68 169 29
68 170 146
68 171 382
68 172 345
68 173 51
68 174 171
68 175 278
68 176 286
68 177 279
68 178 105
68 179 197
68 180 78
68 181 377
68 182 111
68 183 262
68 184 336
68 185 326
68 186 331
68 187 244
68 188 362
68 189 330
68 190 113
68 191 346
68 192 126
68 193 364
68 194 283
68 195 339
68 196 281
68 197 307
68 198 23
68 199 250
69 70 336
69 71 168
69 72 183
69 73 280
69 74 170
69 75 305
69 76 110
69 77 55
69 78 183
69 79 214
69 80 204
69 81 213
69 82 142
69 83 314
69 84 74
69 85 77
69 86 191
69 87 4
69 88 321
69 89 104
69 90 285
69 91 33
69 92 1
69 93 363
69 94 348
69 95 284
69 96 301
69 97 228
69 98 190
69 99 323
69 100 29
69 101 77
69 102 43
69 103 211
69 104 357
69 105 212
69 106 116
69 107 18
69 108 219
69 109 250
69 110 231
69 111 22
69 112 62
69 113 372
69 114 287
69 115 135
69 116 49
69 117 78
69 118 90
69 119 321
69 120 181
69 121 375
69 122 353
69 123 182
69 124 337
69 125 301
69 126 17
69 127 237
69 128 128
69 129 158
69 130 112
69 131 157
69 132 187
69 133 106
69 134 319
69 135 143
69 136 269
69 137 34
69 138 112
69 139 87
69 140 284
69 141 342
69 142 108
69 143 297
69 144 265
69 145 347
69 146 32
69 147 313
69 148 24
69 149 121
69 150 233
69 151 156
69 152 47
69 153 138
69 154 289
69 155 335
69 156 38
69 157 257
69 158 124
69 159 117
69 160 367
69 161 235
69 162 225
69 163 153
69 164 292
69 165 144
69 166 295
69 167 160
69 168 177
69 169 6
69 170 247
69 171 12
69 172 299
69 173 306
69 174 309
69 175 163
69 176 252
69 177 292
69 178 28
69 179 227
69 180 12
69 181 212
69 182 335
69 183 11
69 184 349
69 185 223
69 186 345
69 187 338
69 188 32
69 189 68
69 190 55
69 191 398
69 192 254
69 193 231
69 194 150
69 195 145
69 196 374
69 197 396
69 198 305
69 199 103
70 71 353
70 72 103
70 73 66
70 74 251
70 75 8
70 76 374
70 77 365
70 78 212
70 79 217
70 80 392
70 81 38
70 82 181
70 83 156
70 84 324
70 85 191
70 86 104
70 87 99
70 88 135
70 89 394
70 90 130
70 91 155
70 92 400
70 93 127
70 94 360
70 95 230
70 96 276
70 97 105
70 98 156
70 99 223
70 100 361
70 101 258
70 102 175
70 103 63
70 104 275
70 105 377
70 106 70
70 107 201
70 108 341
70 109 233
70 110 17
70 111 285
70 112 223
70 113 197
70 114 40
70 115 146
70 116 387
70 117 95
70 118 244
70 119 74
70 120 40
70 121 373
70 122 180
70 123 39
70 124 51
70 125 139
70 126 269
70 127 278
70 128 243
70 129 376
70 130 100
70 131 155
70 132 185
70 133 274
70 134 217
70 135 59
70 136 250
70 137 239
70 138 259
70 139 143
70 140 71
70 141 276
70 142 379
70 143 245
70 144 24
70 145 370
70 146 391
70 147 11
70 148 64
70 149 186
70 150 36
70 151 56
70 152 111
70 153 215
70 154 94
70 155 161
70 156 305
70 157 314
70 158 39
70 159 100
70 160 289
70 161 138
70 162 254
70 163 73
70 164 364
70 165 71
70 166 84
70 167 165
70 168 261
70 169 342
70 170 307
70 171 283
70 172 169
70 173 237
70 174 128
70 175 193
70 176 206
70 177 70
70 178 155
70 179 222
70 180 255
70 181 190
70 182 277
70 183 317
70 184 356
70 185 370
70 186 78
70 187 260
70 188 236
70 189 68
70 190 359
70 191 124
70 192 157
70 193 213
70 194 149
70 195 120
70 196 235
70 197 232
70 198 237
70 199 47
71 72 173
71 73 95
71 74 329
71 75 294
71 76 332
71 77 8
71 78 86
71 79 137
71 80 77
71 81 240
71 82 310
71 83 284
71 84 29
71 85 186
71 86 200
71 87 336
71 88 108
71 89 229
71 90 195
71 91 343
71 92 296
71 93 154
71 94 18
71 95 5
71 96 318
71 97 166
71 98 76
71 99 104
71 100 349
71 101 312
71 102 150
71 103 74
71 104 7
71 105 78
71 106 367
71 107 338
71 108 86
71 109 4
71 110 26
71 111 114
71 112 243
71 113 336
71 114 397
71 115 223
71 116 73
71 117 149
71 118 158
71 119 132
71 120 329
71 121 352
71 122 74
71 123 225
71 124 57
71 125 44
71 126 181
71 127 326
71 128 161
71 129 256
71 130 29
71 131 110
71 132 168
71 133 178
71 134 135
71 135 174
71 136 256
71 137 101
71 138 63
71 139 293
71 140 104
71 141 88
71 142 358
71 143 298
71 144 375
71 145 355
71 146 120
71 147 48
71 148 55
71 149 229
71 150 179
71 151 383
71 152 132
71 153 205
71 154 159
71 155 141
71 156 200
71 157 339
71 158 66
71 159 360
71 160 147
71 161 95
71 162 21
71 163 314
71 164 272
71 165 155
71 166 39
71 167 79
71 168 207
71 169 53
71 170 371
71 171 262
71 172 140
71 173 329
71 174 159
71 175 67
71 176 235
71 177 230
71 178 66
71 179 241
71 180 10
71 181 244
71 182 223
71 183 142
71 184 400
71 185 334
71 186 282
71 187 151
71 188 224
71 189 347
71 190 111
71 191 370
71 192 41
71 193 83
71 194 283
71 195 265
71 196 190
71 197 273
71 198 343
71 199 396
72 73 325
72 74 266
72 75 210
72 76 17
72 77 146
72 78 368
72 79 83
72 80 332
72 81 150
72 82 148
72 83 172
72 84 159
72 85 343
72 86 346
72 87 252
72 88 295
72 89 279
72 90 133
72 91 45
72 92 103
72 93 32
72 94 107
72 95 72
72 96 24
72 97 142
72 98 307
72 99 288
72 100 331
72 101 131
72 102 231
72 103 278
72 104 56
72 105 96
72 106 87
72 107 24
72 108 193
72 109 7
72 110 106
72 111 124
72 112 108
72 113 205
72 114 295
72 115 266
72 116 147
72 117 192
72 118 70
72 119 41
72 120 71
72 121 202
72 122 38
72 123 125
72 124 185
72 125 144
72 126 196
72 127 209
72 128 285
72 129 54
72 130 96
72 131 167
72 132 185
72 133 278
72 134 45
72 135 192
72 136 325
72 137 83
72 138 215
72 139 117
72 140 41
72 141 272
72 142 240
72 143 148
72 144 76
72 145 86
72 146 366
72 147 222
72 148 278
72 149 35
72 150 215
72 151 300
72 152 188
72 153 252
72 154 24
72 155 373
72 156 347
72 157 171
72 158 133
72 159 232
72 160 225
72 161 228
72 162 350
72 163 361
72 164 106
72 165 394
72 166 152
72 167 382
72 168 77
72 169 318
72 170 99
72 171 69
72 172 189
72 173 290
72 174 217
72 175 264
72 176 376
72 177 182
72 178 37
72 179 205
72 180 168
72 181 251
72 182 104
72 183 355
72 184 54
72 185 127
72 186 279
72 187 353
72 188 297
72 189 11
72 190 136
72 191 73
72 192 239
72 193 85
72 194 385
72 195 296
72 196 79
72 197 136
72 198 229
72 199 107
73 74 5
73 75 327
73 76 175
73 77 193
73 78 217
73 79 343
73 80 8
73 81 144
73 82 76
73 83 45
73 84 300
73 85 243
73 86 247
73 87 3
73 88 198
73 89 301
73 90 81
73 91 28
73 92 253
73 93 329
73 94 39
73 95 388
73 96 2
73 97 229
73 98 24
73 99 386
73 100 124
73 101 102
73 102 74
73 103 304
73 104 160
73 105 30
73 106 231
73 107 287
73 108 223
73 109 399
73 110 229
73 111 230
73 112 94
73 113 305
73 114 226
73 115 393
73 116 99
73 117 73
73 118 347
73 119 296
73 120 325
73 121 27
73 122 324
73 123 129
73 124 355
73 125 314
73 126 68
73 127 308
73 128 142
73 129 91
73 130 246
73 131 217
73 132 193
73 133 271
73 134 120
73 135 304
73 136 300
73 137 302
73 138 190
73 139 122
73 140 300
73 141 371
73 142 304
73 143 345
73 144 227
73 145 129
73 146 337
73 147 325
73 148 153
73 149 283
73 150 173
73 151 77
73 152 261
73 153 48
73 154 205
73 155 216
73 156 361
73 157 272
73 158 75
73 159 102
73 160 363
73 161 320
73 162 270
73 163 107
73 164 190
73 165 389
73 166 10
73 167 42
73 168 291
73 169 152
73 170 163
73 171 142
73 172 74
73 173 18
73 174 87
73 175 300
73 176 99
73 177 23
73 178 176
73 179 251
73 180 258
73 181 348
73 182 328
73 183 118
73 184 347
73 185 132
73 186 285
73 187 307
73 188 4
73 189 312
73 190 360
73 191 318
73 192 231
73 193 229
73 194 24
73 195 373
73 196 170
73 197 385
73 198 14
73 199 60
74 75 88
74 76 128
74 77 201
74 78 161
74 79 98
74 80 239
74 81 12
74 82 196
74 83 214
74 84 188
74 85 46
74 86 71
74 87 87
74 88 373
74 89 140
74 90 34
74 91 57
74 92 377
74 93 292
74 94 12
74 95 288
74 96 252
74 97 329
74 98 70
74 99 32
74 100 352
74 101 42
74 102 201
74 103 288
74 104 7
74 105 212
74 106 376
74 107 87
74 108 365
74 109 88
74 110 184
74 111 203
74 112 100
74 113 379
74 114 16
74 115 239
74 116 24
74 117 38
74 118 277
74 119 349
74 120 178
74 121 310
74 122 5
74 123 154
74 124 154
74 125 16
74 126 41
74 127 357
74 128 296
74 129 110
74 130 388
74 131 199
74 132 104
74 133 141
74 134 86
74 135 62
74 136 304
74 137 61
74 138 148
74 139 268
74 140 101
74 141 331
74 142 71
74 143 200
74 144 309
74 145 38
74 146 38
74 147 285
74 148 76
74 149 314
74 150 233
74 151 253
74 152 176
74 153 189
74 154 358
74 155 281
74 156 156
74 157 350
74 158 237
74 159 51
74 160 11
74 161 176
74 162 249
74 163 66
74 164 268
74 165 286
74 166 128
74 167 172
74 168 299
74 169 275
74 170 39
74 171 399
74 172 206
74 173 61
74 174 150
74 175 66
74 176 99
74 177 139
74 178 350
74 179 174
74 180 4
74 181 134
74 182 378
74 183 179
74 184 322
74 185 287
74 186 59
74 187 29
74 188 236
74 189 247
74 190 31
74 191 198
74 192 23
74 193 231
74 194 264
74 195 290
74 196 117
74 197 391
74 198 13
74 199 15
75 76 265
75 77 52
75 78 365
75 79 22
75 80 64
75 81 114
75 82 88
75 83 162
75 84 252
75 85 389
75 86 287
75 87 255
75 88 123
75 89 216
75 90 386
75 91 396
75 92 102
75 93 396
75 94 377
75 95 289
75 96 243
75 97 7
75 98 87
75 99 217
75 100 238
75 101 350
75 102 58
75 103 354
75 104 340
75 105 71
75 106 320
75 107 156
75 108 74
75 109 236
75 110 130
75 111 137
75 112 349
75 113 169
75 114 251
75 115 152
75 116 157
75 117 89
75 118 6
75 119 231
75 120 257
75 121 343
75 122 179
75 123 310
75 124 339
75 125 155
75 126 199
75 127 133
75 128 161
75 129 285
75 130 301
75 131 398
75 132 186
75 133 358
75 134 303
75 135 77
75 136 380
75 137 174
75 138 184
75 139 53
75 140 9
75 141 313
75 142 142
75 143 357
75 144 81
75 145 392
75 146 60
75 147 190
75 148 32
75 149 18
75 150 20
75 151 288
75 152 360
75 153 198
75 154 198
75 155 250
75 156 304
75 157 396
75 158 334
75 159 65
75 160 232
75 161 234
75 162 14
75 163 369
75 164 144
75 165 317
75 166 397
75 167 75
75 168 90
75 169 180
75 170 80
75 171 51
75 172 45
75 173 221
75 174 359
75 175 125
75 176 164
75 177 19
75 178 266
75 179 195
75 180 36
75 181 286
75 182 35
75 183 347
75 184 35
75 185 232
75 186 197
75 187 339
75 188 179
75 189 82
75 190 355
75 191 362
75 192 268
75 193 368
75 194 282
75 195 363
75 196 236
75 197 278
75 198 37
75 199 278
76 77 57
76 78 116
76 79 328
76 80 101
76 81 336
76 82 238
76 83 178
76 84 99
76 85 256
76 86 43
76 87 246
76 88 243
76 89 280
76 90 280
76 91 190
76 92 267
76 93 63
76 94 338
76 95 157
76 96 241
76 97 19
76 98 111
76 99 154
76 100 286
76 101 30
76 102 35
76 103 248
76 104 218
76 105 312
76 106 237
76 107 95
76 108 320
76 109 352
76 110 374
76 111 373
76 112 240
76 113 211
76 114 150
76 115 338
76 116 19
76 117 144
76 118 135
76 119 261
76 120 376
76 121 14
76 122 50
76 123 242
76 124 76
76 125 339
76 126 398
76 127 268
76 128 358
76 129 60
76 130 21
76 131 195
76 132 89
76 133 55
76 134 395
76 135 306
76 136 318
76 137 231
76 138 352
76 139 238
76 140 134
76 141 277
76 142 210
76 143 373
76 144 40
76 145 311
76 146 263
76 147 58
76 148 6
76 149 397
76 150 270
76 151 381
76 152 363
76 153 272
76 154 174
76 155 390
76 156 210
76 157 123
76 158 210
76 159 167
76 160 182
76 161 230
76 162 314
76 163 271
76 164 237
76 165 308
76 166 128
76 167 106
76 168 90
76 169 32
76 170 343
76 171 223
76 172 308
76 173 104
76 174 148
76 175 347
76 176 366
76 177 10
76 178 356
76 179 372
76 180 358
76 181 226
76 182 304
76 183 272
76 184 49
76 185 78
76 186 262
76 187 258
76 188 152
76 189 23
76 190 377
76 191 334
76 192 252
76 193 290
76 194 156
76 195 40
76 196 149
76 197 283
76 198 98
76 199 190
77 78 266
77 79 392
77 80 364
77 81 174
77 82 96
77 83 111
77 84 72
77 85 13
77 86 72
77 87 380
77 88 336
77 89 30
77 90 157
77 91 240
77 92 301
77 93 205
77 94 269
77 95 114
77 96 62
77 97 20
77 98 136
77 99 38
77 100 305
77 101 340
77 102 279
77 103 60
77 104 331
77 105 379
77 106 295
77 107 28
77 108 168
77 109 160
77 110 20
77 111 132
77 112 285
77 113 67
77 114 194
77 115 357
77 116 79
77 117 266
77 118 288
77 119 15
77 120 295
77 121 44
77 122 206
77 123 147
77 124 200
77 125 74
77 126 213
77 127 213
77 128 45
77 129 348
77 130 251
77 131 350
77 132 239
77 133 81
77 134 361
77 135 170
77 136 60
77 137 255
77 138 149
77 139 227
77 140 15
77 141 168
77 142 310
77 143 299
77 144 234
77 145 104
77 146 207
77 147 265
77 148 369
77 149 94
77 150 279
77 151 215
77 152 89
77 153 84
77 154 361
77 155 288
77 156 109
77 157 173
77 158 101
77 159 105
77 160 73
77 161 303
77 162 6
77 163 311
77 164 335
77 165 367
77 166 32
77 167 394
77 168 221
77 169 181
77 170 173
77 171 187
77 172 348
77 173 82
77 174 86
77 175 134
77 176 185
77 177 244
77 178 398
77 179 153
77 180 338
77 181 228
77 182 319
77 183 378
77 184 263
77 185 280
77 186 218
77 187 323
77 188 4
77 189 270
77 190 27
77 191 28
77 192 172
77 193 385
77 194 291
77 195 106
77 196 351
77 197 322
77 198 52
77 199 171
78 79 54
78 80 224
78 81 358
78 82 354
78 83 305
78 84 395
78 85 39
78 86 42
78 87 238
78 88 388
78 89 146
78 90 127
78 91 215
78 92 65
78 93 105
78 94 29
78 95 296
78 96 322
78 97 351
78 98 251
78 99 143
78 100 329
78 101 279
78 102 314
78 103 313
78 104 121
78 105 371
78 106 215
78 107 394
78 108 374
78 109 386
78 110 48
78 111 197
78 112 295
78 113 1
78 114 54
78 115 289
78 116 39
78 117 47
78 118 78
78 119 26
78 120 192
78 121 205
78 122 192
78 123 256
78 124 261
78 125 220
78 126 103
78 127 134
78 128 122
78 129 354
78 130 276
78 131 2
78 132 184
78 133 141
78 134 267
78 135 304
78 136 63
78 137 33
78 138 297
78 139 37
78 140 370
78 141 344
78 142 185
78 143 264
78 144 296
78 145 190
78 146 104
78 147 286
78 148 236
78 149 134
78 150 263
78 151 28
78 152 338
78 153 54
78 154 235
78 155 150
78 156 225
78 157 338
78 158 283
78 159 298
78 160 291
78 161 110
78 162 252
78 163 74
78 164 250
78 165 70
78 166 377
78 167 312
78 168 102
78 169 225
78 170 300
78 171 72
78 172 169
78 173 85
78 174 335
78 175 16
78 176 226
78 177 391
78 178 302
78 179 62
78 180 124
78 181 164
78 182 89
78 183 13
78 184 170
78 185 323
78 186 162
78 187 346
78 188 212
78 189 396
78 190 244
78 191 102
78 192 105
78 193 47
78 194 127
78 195 306
78 196 116
78 197 103
78 198 169
78 199 217
79 80 280
79 81 21
79 82 288
79 83 48
79 84 105
79 85 175
79 86 15
79 87 282
79 88 117
79 89 316
79 90 343
79 91 240
79 92 32
79 93 383
79 94 204
79 95 201
79 96 258
79 97 317
79 98 146
79 99 69
79 100 312
79 101 341
79 102 171
79 103 368
79 104 387
79 105 249
79 106 225
79 107 102
79 108 304
79 109 393
79 110 271
79 111 183
79 112 13
79 113 110
79 114 230
79 115 69
79 116 284
79 117 244
79 118 351
79 119 352
79 120 112
79 121 245
79 122 143
79 123 143
79 124 228
79 125 346
79 126 295
79 127 85
79 128 262
79 129 40
79 130 153
79 131 125
79 132 333
79 133 275
79 134 92
79 135 319
79 136 124
79 137 316
79 138 373
79 139 27
79 140 261
79 141 243
79 142 209
79 143 225
79 144 352
79 145 390
79 146 246
79 147 188
79 148 185
79 149 196
79 150 139
79 151 248
79 152 392
79 153 282
79 154 390
79 155 219
79 156 179
79 157 236
79 158 255
79 159 41
79 160 228
79 161 8
79 162 165
79 163 160
79 164 234
79 165 209
79 166 30
79 167 357
79 168 124
79 169 2
79 170 335
79 171 336
79 172 244
79 173 95
79 174 161
79 175 148
79 176 84
79 177 6
79 178 335
79 179 221
79 180 153
79 181 73
79 182 68
79 183 144
79 184 306
79 185 10
79 186 315
79 187 85
79 188 245
79 189 169
79 190 77
79 191 72
79 192 128
79 193 241
79 194 183
79 195 362
79 196 49
79 197 213
79 198 270
79 199 125
80 81 214
80 82 157
80 83 60
80 84 10
80 85 251
80 86 172
80 87 157
80 88 287
80 89 177
80 90 91
80 91 107
80 92 281
80 93 115
80 94 126
80 95 377
80 96 21
80 97 135
80 98 291
80 99 57
80 100 332
80 101 59
80 102 133
80 103 355
80 104 139
80 105 325
80 106 138
80 107 100
80 108 374
80 109 350
80 110 321
80 111 50
80 112 163
80 113 77
80 114 109
80 115 172
80 116 328
80 117 281
80 118 280
80 119 166
80 120 9
80 121 370
80 122 224
80 123 290
80 124 85
80 125 349
80 126 266
80 127 57
80 128 36
80 129 108
80 130 65
80 131 367
80 132 118
80 133 197
80 134 321
80 135 256
80 136 121
80 137 58
80 138 355
80 139 46
80 140 359
80 141 276
80 142 95
80 143 74
80 144 352
80 145 156
80 146 197
80 147 231
80 148 36
80 149 77
80 150 396
80 151 396
80 152 46
80 153 219
80 154 237
80 155 82
80 156 120
80 157 54
80 158 90
80 159 155
80 160 161
80 161 154
80 162 73
80 163 279
80 164 302
80 165 393
80 166 134
80 167 23
80 168 3
80 169 41
80 170 20
80 171 313
80 172 268
80 173 115
80 174 386
80 175 171
80 176 270
80 177 183
80 178 2
80 179 257
80 180 211
80 181 349
80 182 252
80 183 256
80 184 120
80 185 41
80 186 290
80 187 239
80 188 94
80 189 379
80 190 345
80 191 255
80 192 85
80 193 17
80 194 133
80 195 386
80 196 361
80 197 218
80 198 360
80 199 315
81 82 258
81 83 380
81 84 228
81 85 77
81 86 46
81 87 165
81 88 248
81 89 267
81 90 299
81 91 249
81 92 123
81 93 109
81 94 149
81 95 326
